term,estimate,std_estimate,std.error,statistic,p.value
(Intercept),-0.3671762021694093,NA,0.05551257578264718,-6.614288690314851,4.17150985607947e-11
profile2,0.35732310362544983,0.09337993893980272,0.17497992351847,2.042080579534215,0.041201991330672406
profile3,0.09924251330223097,0.027602146468426327,0.1689497425644684,0.5874084908082158,0.5569590023950883
profile4,0.04205510235014632,0.013197401654113716,0.14258365050507987,0.29495038316926814,0.7680454529410745
age,-0.028129502779128634,-0.02816928365249113,0.016022630435641748,-1.7556107838919879,0.07922323931973765
sex,0.17889967018728314,0.08967587211899462,0.034120105946633804,5.2432331384637125,1.6505440599829345e-7
fas,-0.06842512175541765,-0.06838507177899315,0.014648798557991258,-4.671039845659572,3.0845800140084214e-6
profile2:sex,0.24752793116630592,0.09994917630663906,0.11259482151629749,2.1983953421026348,0.027971917716795556
profile3:sex,0.17919565377127866,0.07984677941767866,0.10553061913456585,1.6980441813079852,0.08956888407219335
profile4:sex,0.05744310395121792,0.025524301796443084,0.09909158884720635,0.5796970723700066,0.5621480744006089
